gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
fgenesh1_pm.7__220	10.4191068459487	2.05168251938261	0.555202885059883	3.69537438401696	0.000219563014571372	0.00612498816167358
fgenesh1_pm.4__429	9.64118514302775	2.12532300036104	0.57552692757475	3.69282982000004	0.000221772437788544	0.00616105826137349
fgenesh1_pg.1__160	5.89805305266144	3.30431753803099	0.89813929294864	3.67907023328501	0.000234085802179419	0.00643473947273866
fgenesh1_pm.5__586	9.91607832585601	-2.08242964798763	0.56608920886226	-3.67862452664121	0.000234495191257024	0.00643473947273866
CE299225_20193	11.4040966910254	-1.95103951072884	0.532314800802215	-3.66519869030235	0.00024714663302847	0.00675433664166832
CE450215_4172	10.0109049273778	2.0681230027694	0.565136956867111	3.65950762490252	0.000252700324426001	0.00687815498427531
CE125744_143	3.00273148738699	-5.09476455374083	1.39474225036121	-3.65283589309881	0.000259359997299471	0.00703095670098524
fgenesh1_kg.18__178__Locus4347v4rpkm0.54_PRE	5.83235515927607	-3.28503657662107	0.900046426693213	-3.64985236227242	0.00026239107723728	0.00705622084906494
fgenesh1_kg.54__29__Locus10850v1rpkm3.57	13.5308690539191	1.69376762883329	0.463971557934322	3.65058504097584	0.000261643660289825	0.00705622084906494
CE324341_5486	22.6948324822068	-1.23234416141511	0.33888082183582	-3.63651195939365	0.000276354818246734	0.00740212527120634
gm1.12038_g	12.2663155283006	-1.76613907079697	0.486408476409779	-3.63097922107154	0.000282347918523722	0.00751803232855627
CE210087_118	5.52009420717513	-3.56770385108224	0.986706005453268	-3.61577190304353	0.000299453970615709	0.00783357604844128
fgenesh1_kg.2__896__Locus2402v2rpkm1.49_PRE	26.6810043099727	-1.10520646878676	0.305603059292447	-3.61647711035882	0.000298639712202625	0.00783357604844128
estExt_Genewise1Plus.C_150054	5.96818768305084	3.02971172611157	0.843970255205097	3.589832351823	0.000330890703929598	0.0085232881322555
fgenesh1_kg.10__71__Locus3980v1rpkm33.47	16.1098540000144	-1.51339276879282	0.423278708004489	-3.57540490502717	0.000349686267667039	0.00890507870274811
fgenesh1_kg.5__46__Locus2166v2rpkm1.14_PRE	6.77169759815644	-2.61128136146237	0.731146845790864	-3.57148687229555	0.000354960342983007	0.00900527692782928
